"jahr","gemnr","pop"
"2004","20501",4667
"2005","20501",4671
"2006","20501",4690
"2007","20501",4667
"2008","20501",4705
"2009","20501",4648
"2010","20501",4657
"2011","20501",4665
"2012","20501",4637
"2013","20501",4567
"2014","20501",4606
"2015","20501",4623
"2016","20501",4772
"2017","20501",4785
"2018","20501",4759
"2019","20501",4678
"2020","20501",4715
"2021","20501",4692
"2022","20501",4702
"2023","20501",4826
"2024","20501",4920
"2025","20501",4950
"2002","20502",3098
"2003","20502",3059
"2004","20502",3077
"2005","20502",3035
"2006","20502",3014
"2007","20502",2976
"2008","20502",2931
"2009","20502",2925
"2010","20502",2843
"2011","20502",2848
"2012","20502",2852
"2013","20502",2835
"2014","20502",2812
"2015","20502",2791
"2016","20502",2771
"2017","20502",2735
"2018","20502",2717
"2019","20502",2725
"2020","20502",2739
"2021","20502",2742
"2022","20502",2719
"2023","20502",2735
"2024","20502",2757
"2025","20502",2734
"2002","20503",1007
"2003","20503",1004
"2004","20503",984
"2005","20503",983
"2006","20503",980
"2007","20503",987
"2008","20503",988
"2009","20503",985
"2010","20503",974
"2011","20503",951
"2012","20503",940
"2013","20503",949
"2014","20503",955
"2015","20503",950
"2016","20503",928
"2017","20503",911
"2018","20503",908
"2019","20503",902
"2020","20503",897
"2021","20503",881
"2022","20503",854
"2023","20503",851
"2024","20503",841
"2025","20503",822
"2002","20504",1536
"2003","20504",1518
"2004","20504",1494
"2005","20504",1518
"2006","20504",1534
"2007","20504",1519
"2008","20504",1500
"2009","20504",1476
"2010","20504",1478
"2011","20504",1444
"2012","20504",1416
"2013","20504",1403
"2014","20504",1373
"2015","20504",1340
"2016","20504",1319
"2017","20504",1296
"2018","20504",1271
"2019","20504",1251
"2020","20504",1229
"2021","20504",1216
"2022","20504",1230
"2023","20504",1218
"2024","20504",1223
"2025","20504",1227
"2002","20505",5450
"2003","20505",5432
"2004","20505",5362
"2005","20505",5332
"2006","20505",5270
"2007","20505",5291
"2008","20505",5221
"2009","20505",5165
"2010","20505",5185
"2011","20505",5142
"2012","20505",5146
"2013","20505",5085
"2014","20505",5047
"2015","20505",5034
"2016","20505",5010
"2017","20505",4989
"2018","20505",4947
"2019","20505",4924
"2020","20505",4948
"2021","20505",4875
"2022","20505",4893
"2023","20505",4901
"2024","20505",4883
"2025","20505",4852
"2002","20506",975
"2003","20506",970
"2004","20506",943
"2005","20506",933
"2006","20506",930
"2007","20506",934
"2008","20506",936
"2009","20506",932
"2010","20506",934
"2011","20506",911
"2012","20506",881
"2013","20506",846
"2014","20506",840
"2015","20506",828
"2016","20506",815
"2017","20506",811
"2018","20506",807
"2019","20506",795
"2020","20506",809
"2021","20506",815
"2022","20506",825
"2023","20506",828
"2024","20506",832
"2025","20506",835
"2002","20508",1296
"2003","20508",1283
"2004","20508",1278
"2005","20508",1276
"2006","20508",1268
"2007","20508",1284
"2008","20508",1300
"2009","20508",1291
"2010","20508",1289
"2011","20508",1278
"2012","20508",1273
"2013","20508",1249
"2014","20508",1267
"2015","20508",1265
"2016","20508",1273
"2017","20508",1247
"2018","20508",1226
"2019","20508",1216
"2020","20508",1202
"2021","20508",1184
"2022","20508",1199
"2023","20508",1187
"2024","20508",1193
"2025","20508",1178
"2002","20509",1562
"2003","20509",1554
"2004","20509",1517
"2005","20509",1510
"2006","20509",1506
"2007","20509",1511
"2008","20509",1496
"2009","20509",1509
"2010","20509",1524
"2011","20509",1528
"2012","20509",1516
"2013","20509",1500
"2014","20509",1487
"2015","20509",1472
"2016","20509",1442
"2017","20509",1481
"2018","20509",1470
"2019","20509",1491
"2020","20509",1485
"2021","20509",1482
"2022","20509",1496
"2023","20509",1504
"2024","20509",1491
"2025","20509",1498
"2002","20511",1784
"2003","20511",1739
"2004","20511",1729
"2005","20511",1687
"2006","20511",1694
"2007","20511",1681
"2008","20511",1632
"2009","20511",1613
"2010","20511",1555
"2011","20511",1521
"2012","20511",1506
"2013","20511",1495
"2014","20511",1475
"2015","20511",1473
"2016","20511",1460
"2017","20511",1431
"2018","20511",1414
"2019","20511",1388
"2020","20511",1366
"2021","20511",1334
"2022","20511",1312
"2023","20511",1291
"2024","20511",1275
"2025","20511",1274
"2002","20512",2065
"2003","20512",2021
"2004","20512",2029
"2005","20512",2003
"2006","20512",2019
"2007","20512",2006
"2008","20512",2018
"2009","20512",2032
"2010","20512",2018
"2011","20512",1980
"2012","20512",1989
"2013","20512",1961
"2014","20512",1970
"2015","20512",1968
"2016","20512",2008
"2017","20512",1992
"2018","20512",1951
"2019","20512",1943
"2020","20512",1939
"2021","20512",1957
"2022","20512",1961
"2023","20512",1964
"2024","20512",1957
"2025","20512",1936
"2002","20513",2177
"2003","20513",2136
"2004","20513",2100
"2005","20513",2064
"2006","20513",2045
"2007","20513",2026
"2008","20513",1988
"2009","20513",1990
"2010","20513",1961
"2011","20513",1937
"2012","20513",1892
"2013","20513",1859
"2014","20513",1872
"2015","20513",1848
"2016","20513",1871
"2017","20513",1853
"2018","20513",1820
"2019","20513",1766
"2020","20513",1718
"2021","20513",1741
"2022","20513",1745
"2023","20513",1766
"2024","20513",1786
"2025","20513",1785
"2002","20515",3256
"2003","20515",3265
"2004","20515",3270
"2005","20515",3273
"2006","20515",3284
"2007","20515",3251
"2008","20515",3273
"2009","20515",3317
"2010","20515",3314
"2011","20515",3304
"2012","20515",3299
"2013","20515",3302
"2014","20515",3320
"2015","20515",3268
"2016","20515",3286
"2017","20515",3285
"2018","20515",3329
"2019","20515",3344
"2020","20515",3318
"2021","20515",3397
"2022","20515",3388
"2023","20515",3405
"2024","20515",3411
"2025","20515",3416
"2002","20518",2461
"2003","20518",2412
"2004","20518",2366
"2005","20518",2361
"2006","20518",2350
"2007","20518",2325
"2008","20518",2259
"2009","20518",2210
"2010","20518",2170
"2011","20518",2150
"2012","20518",2114
"2013","20518",2090
"2014","20518",2065
"2015","20518",2064
"2016","20518",2043
"2017","20518",2023
"2018","20518",2011
"2019","20518",1976
"2020","20518",1953
"2021","20518",1924
"2022","20518",1891
"2023","20518",1868
"2024","20518",1845
"2025","20518",1810
"2002","20519",1170
"2003","20519",1154
"2004","20519",1168
"2005","20519",1162
"2006","20519",1141
"2007","20519",1136
"2008","20519",1138
"2009","20519",1108
"2010","20519",1074
"2011","20519",1067
"2012","20519",1040
"2013","20519",1042
"2014","20519",1032
"2015","20519",1053
"2016","20519",1024
"2017","20519",1023
"2018","20519",1000
"2019","20519",1011
"2020","20519",1000
"2021","20519",998
"2022","20519",993
"2023","20519",980
"2024","20519",951
"2025","20519",959
"2002","20520",1293
"2003","20520",1290
"2004","20520",1288
"2005","20520",1278
"2006","20520",1283
"2007","20520",1321
"2008","20520",1297
"2009","20520",1313
"2010","20520",1332
"2011","20520",1329
"2012","20520",1334
"2013","20520",1347
"2014","20520",1341
"2015","20520",1321
"2016","20520",1313
"2017","20520",1320
"2018","20520",1315
"2019","20520",1319
"2020","20520",1309
"2021","20520",1347
"2022","20520",1338
"2023","20520",1333
"2024","20520",1320
"2025","20520",1314
"2002","20523",3561
"2003","20523",3566
"2004","20523",3576
"2005","20523",3609
"2006","20523",3634
"2007","20523",3637
"2008","20523",3625
"2009","20523",3648
"2010","20523",3656
"2011","20523",3644
"2012","20523",3615
"2013","20523",3619
"2014","20523",3586
"2015","20523",3589
"2016","20523",3687
"2017","20523",3706
"2018","20523",3648
"2019","20523",3609
"2020","20523",3576
"2021","20523",3569
"2022","20523",3564
"2023","20523",3624
"2024","20523",3620
"2025","20523",3600
"2002","20527",12891
"2003","20527",12908
"2004","20527",12918
"2005","20527",13001
"2006","20527",12993
"2007","20527",12954
"2008","20527",12963
"2009","20527",12845
"2010","20527",12729
"2011","20527",12698
"2012","20527",12565
"2013","20527",12524
"2014","20527",12473
"2015","20527",12567
"2016","20527",12526
"2017","20527",12491
"2018","20527",12547
"2019","20527",12557
"2020","20527",12386
"2021","20527",12184
"2022","20527",12232
"2023","20527",12255
"2024","20527",12264
"2025","20527",12234
"2002","20530",2311
"2003","20530",2268
"2004","20530",2268
"2005","20530",2226
"2006","20530",2234
"2007","20530",2227
"2008","20530",2192
"2009","20530",2173
"2010","20530",2131
"2011","20530",2141
"2012","20530",2155
"2013","20530",2142
"2014","20530",2125
"2015","20530",2137
"2016","20530",2134
"2017","20530",2086
"2018","20530",2095
"2019","20530",2036
"2020","20530",2011
"2021","20530",1991
"2022","20530",1998
"2023","20530",1986
"2024","20530",1978
"2025","20530",1964
"2002","20531",2459
"2003","20531",2399
"2004","20531",2387
"2005","20531",2364
"2006","20531",2336
"2007","20531",2321
"2008","20531",2305
"2009","20531",2263
"2010","20531",2220
"2011","20531",2197
"2012","20531",2166
"2013","20531",2135
"2014","20531",2130
"2015","20531",2129
"2016","20531",2155
"2017","20531",2113
"2018","20531",2091
"2019","20531",2058
"2020","20531",2032
"2021","20531",2012
"2022","20531",2008
"2023","20531",2015
"2024","20531",1998
"2025","20531",1982
"2002","20534",3476
"2003","20534",3495
"2004","20534",3502
"2005","20534",3504
"2006","20534",3550
"2007","20534",3571
"2008","20534",3632
"2009","20534",3595
"2010","20534",3599
"2011","20534",3613
"2012","20534",3646
"2013","20534",3634
"2014","20534",3618
"2015","20534",3646
"2016","20534",3646
"2017","20534",3607
"2018","20534",3597
"2019","20534",3566
"2020","20534",3554
"2021","20534",3539
"2022","20534",3550
"2023","20534",3555
"2024","20534",3595
"2025","20534",3580
"2002","20601",1879
"2003","20601",1876
"2004","20601",1868
"2005","20601",1814
"2006","20601",1797
"2007","20601",1820
"2008","20601",1847
"2009","20601",1844
"2010","20601",1860
"2011","20601",1839
"2012","20601",1702
"2013","20601",1682
"2014","20601",1693
"2015","20601",1674
"2016","20601",1691
"2017","20601",1708
"2018","20601",1723
"2019","20601",1726
"2020","20601",1711
"2021","20601",1678
"2022","20601",1664
"2023","20601",1682
"2024","20601",1663
"2025","20601",1657
"2002","20602",1820
"2003","20602",1817
"2004","20602",1864
"2005","20602",1847
"2006","20602",1863
"2007","20602",1874
"2008","20602",1885
"2009","20602",1877
"2010","20602",1892
"2011","20602",1896
"2012","20602",1879
"2013","20602",1873
"2014","20602",1877
"2015","20602",1854
"2016","20602",1827
"2017","20602",1827
"2018","20602",1866
"2019","20602",1896
"2020","20602",1862
"2021","20602",1847
"2022","20602",1835
"2023","20602",1848
"2024","20602",1846
"2025","20602",1839
"2002","20603",1383
"2003","20603",1384
"2004","20603",1376
"2005","20603",1373
"2006","20603",1368
"2007","20603",1361
"2008","20603",1362
"2009","20603",1354
"2010","20603",1331
"2011","20603",1332
"2012","20603",1337
"2013","20603",1320
"2014","20603",1316
"2015","20603",1306
"2016","20603",1315
"2017","20603",1294
"2018","20603",1278
"2019","20603",1279
"2020","20603",1268
"2021","20603",1257
"2022","20603",1237
"2023","20603",1229
"2024","20603",1233
"2025","20603",1224
"2002","20604",1755
"2003","20604",1748
"2004","20604",1748
"2005","20604",1751
"2006","20604",1722
"2007","20604",1699
"2008","20604",1699
"2009","20604",1670
"2010","20604",1652
"2011","20604",1644
"2012","20604",1635
"2013","20604",1645
"2014","20604",1651
"2015","20604",1634
"2016","20604",1625
"2017","20604",1609
"2018","20604",1595
"2019","20604",1598
"2020","20604",1590
"2021","20604",1597
"2022","20604",1583
"2023","20604",1576
"2024","20604",1606
"2025","20604",1626
"2002","20605",1601
"2003","20605",1585
"2004","20605",1591
"2005","20605",1573
"2006","20605",1558
"2007","20605",1546
"2008","20605",1508
"2009","20605",1483
"2010","20605",1464
"2011","20605",1436
"2012","20605",1404
"2013","20605",1391
"2014","20605",1382
"2015","20605",1382
"2016","20605",1374
"2017","20605",1361
"2018","20605",1337
"2019","20605",1327
"2020","20605",1310
"2021","20605",1309
"2022","20605",1316
"2023","20605",1321
"2024","20605",1319
"2025","20605",1307
"2002","20607",1381
"2003","20607",1370
"2004","20607",1333
"2005","20607",1333
"2006","20607",1322
"2007","20607",1324
"2008","20607",1300
"2009","20607",1293
"2010","20607",1280
"2011","20607",1253
"2012","20607",1238
"2013","20607",1212
"2014","20607",1185
"2015","20607",1171
"2016","20607",1184
"2017","20607",1183
"2018","20607",1200
"2019","20607",1211
"2020","20607",1188
"2021","20607",1185
"2022","20607",1187
"2023","20607",1157
"2024","20607",1151
"2025","20607",1121
"2002","20608",2623
"2003","20608",2657
"2004","20608",2684
"2005","20608",2714
"2006","20608",2679
"2007","20608",2664
"2008","20608",2657
"2009","20608",2634
"2010","20608",2603
"2011","20608",2602
"2012","20608",2585
"2013","20608",2576
"2014","20608",2587
"2015","20608",2598
"2016","20608",2603
"2017","20608",2582
"2018","20608",2550
"2019","20608",2541
"2020","20608",2550
"2021","20608",2541
"2022","20608",2534
"2023","20608",2520
"2024","20608",2572
"2025","20608",2554
"2002","20609",1907
"2003","20609",1910
"2004","20609",1907
"2005","20609",1883
"2006","20609",1876
"2007","20609",1886
"2008","20609",1878
"2009","20609",1856
"2010","20609",1862
"2011","20609",1838
"2012","20609",1823
"2013","20609",1805
"2014","20609",1779
"2015","20609",1774
"2016","20609",1755
"2017","20609",1724
"2018","20609",1736
"2019","20609",1718
"2020","20609",1733
"2021","20609",1731
"2022","20609",1721
"2023","20609",1737
"2024","20609",1717
"2025","20609",1702
"2002","20610",1167
"2003","20610",1153
"2004","20610",1120
"2005","20610",1110
"2006","20610",1107
"2007","20610",1117
"2008","20610",1119
"2009","20610",1101
"2010","20610",1093
"2011","20610",1087
"2012","20610",1073
"2013","20610",1069
"2014","20610",1060
"2015","20610",1042
"2016","20610",1021
"2017","20610",1031
"2018","20610",1020
"2019","20610",1010
"2020","20610",997
"2021","20610",975
"2022","20610",966
"2023","20610",964
"2024","20610",948
"2025","20610",959
"2002","20611",2080
"2003","20611",2083
"2004","20611",2082
"2005","20611",2061
"2006","20611",2055
"2007","20611",2065
"2008","20611",2056
"2009","20611",2060
"2010","20611",2060
"2011","20611",2051
"2012","20611",2045
"2013","20611",2006
"2014","20611",1990
"2015","20611",2018
"2016","20611",1999
"2017","20611",2029
"2018","20611",2022
"2019","20611",1975
"2020","20611",1966
"2021","20611",1944
"2022","20611",1960
"2023","20611",1966
"2024","20611",1917
"2025","20611",1912
"2002","20613",1285
"2003","20613",1248
"2004","20613",1245
"2005","20613",1248
"2006","20613",1262
"2007","20613",1243
"2008","20613",1234
"2009","20613",1215
"2010","20613",1204
"2011","20613",1193
"2012","20613",1191
"2013","20613",1192
"2014","20613",1183
"2015","20613",1185
"2016","20613",1180
"2017","20613",1179
"2018","20613",1174
"2019","20613",1173
"2020","20613",1170
"2021","20613",1166
"2022","20613",1162
"2023","20613",1159
"2024","20613",1165
"2025","20613",1161
"2002","20616",1781
"2003","20616",1773
"2004","20616",1753
"2005","20616",1750
"2006","20616",1752
"2007","20616",1767
"2008","20616",1772
"2009","20616",1769
"2010","20616",1782
"2011","20616",1794
"2012","20616",1803
"2013","20616",1778
"2014","20616",1744
"2015","20616",1747
"2016","20616",1732
"2017","20616",1743
"2018","20616",1712
"2019","20616",1696
"2020","20616",1703
"2021","20616",1696
"2022","20616",1725
"2023","20616",1753
"2024","20616",1761
"2025","20616",1779
"2002","20618",995
"2003","20618",977
"2004","20618",942
"2005","20618",933
"2006","20618",900
"2007","20618",891
"2008","20618",893
"2009","20618",875
"2010","20618",849
"2011","20618",840
"2012","20618",817
"2013","20618",814
"2014","20618",805
"2015","20618",804
"2016","20618",817
"2017","20618",820
"2018","20618",786
"2019","20618",763
"2020","20618",762
"2021","20618",767
"2022","20618",756
"2023","20618",766
"2024","20618",778
"2025","20618",771
"2002","20619",2169
"2003","20619",2141
"2004","20619",2116
"2005","20619",2109
"2006","20619",2116
"2007","20619",2110
"2008","20619",2099
"2009","20619",2078
"2010","20619",2070
"2011","20619",2053
"2012","20619",2037
"2013","20619",2043
"2014","20619",2039
"2015","20619",2037
"2016","20619",2024
"2017","20619",1998
"2018","20619",1986
"2019","20619",1967
"2020","20619",1936
"2021","20619",1933
"2022","20619",1926
