"";"jahr";"gemnr";"n";"anz"
"5327";2020;"Ehrwald <70807>";"2590,875";2590,875
"5328";2020;"Elbigenalp <70808>";"880,875";880,875
"5329";2020;"Elmen <70809>";"390,5";390,5
"5330";2020;"Forchach <70810>";"259,625";259,625
"5331";2020;"Grän <70811>";"589,375";589,375
"5332";2020;"Gramais <70812>";"41";41
"5333";2020;"Häselgehr <70813>";"671,5";671,5
"5334";2020;"Heiterwang <70814>";"533";533
"5335";2020;"Hinterhornbach <70815>";"92,625";92,625
"5336";2020;"Höfen <70816>";"1224,875";1224,875
"5337";2020;"Holzgau <70817>";"391";391
"5338";2020;"Jungholz <70818>";"304";304
"5339";2020;"Kaisers <70819>";"76,125";76,125
"5340";2020;"Lechaschau <70820>";"2083,125";2083,125
"5341";2020;"Lermoos <70821>";"1142,375";1142,375
"5342";2020;"Musau <70822>";"389,75";389,75
"5343";2020;"Namlos <70823>";"70,25";70,25
"5344";2020;"Nesselwängle <70824>";"462";462
"5345";2020;"Pfafflar <70825>";"102,5";102,5
"5346";2020;"Pflach <70826>";"1466";1466
"5347";2020;"Pinswang <70827>";"404,25";404,25
"5348";2020;"Reutte <70828>";"6954,375";6954,375
"5349";2020;"Schattwald <70829>";"451,5";451,5
"5350";2020;"Stanzach <70830>";"475,125";475,125
"5351";2020;"Steeg <70831>";"661,625";661,625
"5352";2020;"Tannheim <70832>";"1117,875";1117,875
"5353";2020;"Vils <70833>";"1489,375";1489,375
"5354";2020;"Vorderhornbach <70834>";"251,625";251,625
"5355";2020;"Wängle <70835>";"929,125";929,125
"5356";2020;"Weißenbach am Lech <70836>";"1259,875";1259,875
"5357";2020;"Zöblen <70837>";"239,125";239,125
"5358";2020;"Achenkirch <70901>";"2180,125";2180,125
"5359";2020;"Aschau im Zillertal <70902>";"1852,25";1852,25
"5360";2020;"Brandberg <70903>";"367";367
"5361";2020;"Bruck am Ziller <70904>";"1125,625";1125,625
"5362";2020;"Buch in Tirol <70905>";"2601,875";2601,875
"5363";2020;"Eben am Achensee <70907>";"3319,5";3319,5
"5364";2020;"Finkenberg <70908>";"1423";1423
"5365";2020;"Fügen <70909>";"4206,875";4206,875
"5366";2020;"Fügenberg <70910>";"1452,25";1452,25
"5367";2020;"Gallzein <70911>";"679,25";679,25
"5368";2020;"Gerlos <70912>";"800,75";800,75
"5369";2020;"Gerlosberg <70913>";"472,75";472,75
"5370";2020;"Hainzenberg <70914>";"720";720
"5371";2020;"Hart im Zillertal <70915>";"1592,875";1592,875
"5372";2020;"Hippach <70916>";"1446,625";1446,625
"5373";2020;"Jenbach <70917>";"7201,875";7201,875
"5374";2020;"Kaltenbach <70918>";"1321,75";1321,75
"5375";2020;"Mayrhofen <70920>";"3895,25";3895,25
"5376";2020;"Pill <70921>";"1202,5";1202,5
"5377";2020;"Ramsau im Zillertal <70922>";"1660,375";1660,375
"5378";2020;"Ried im Zillertal <70923>";"1277,875";1277,875
"5379";2020;"Rohrberg <70924>";"580,25";580,25
"5380";2020;"Schlitters <70925>";"1514,875";1514,875
"5381";2020;"Schwaz <70926>";"13798,125";13798,125
"5382";2020;"Schwendau <70927>";"1760,75";1760,75
"5383";2020;"Stans <70928>";"2157,625";2157,625
"5384";2020;"Steinberg am Rofan <70929>";"286,875";286,875
"5385";2020;"Strass im Zillertal <70930>";"846,5";846,5
"5386";2020;"Stumm <70931>";"1927,5";1927,5
"5387";2020;"Stummerberg <70932>";"850,875";850,875
"5388";2020;"Terfens <70933>";"2188,5";2188,5
"5389";2020;"Tux <70934>";"1926,875";1926,875
"5390";2020;"Uderns <70935>";"1840";1840
"5391";2020;"Vomp <70936>";"5261,25";5261,25
"5392";2020;"Weer <70937>";"1638";1638
"5393";2020;"Weerberg <70938>";"2498,25";2498,25
"5394";2020;"Wiesing <70939>";"2151";2151
"5395";2020;"Zell am Ziller <70940>";"1684,125";1684,125
"5396";2020;"Zellberg <70941>";"671,375";671,375
"5397";2021;"Innsbruck <70101>";"130542";130542
"5398";2021;"Arzl im Pitztal <70201>";"3150,75";3150,75
"5399";2021;"Haiming <70202>";"4787,875";4787,875
"5400";2021;"Imst <70203>";"10895,375";10895,375
"5401";2021;"Imsterberg <70204>";"807,125";807,125
"5402";2021;"Jerzens <70205>";"930,625";930,625
"5403";2021;"Karres <70206>";"615,25";615,25
"5404";2021;"Karrösten <70207>";"692,5";692,5
"5405";2021;"Längenfeld <70208>";"4791,875";4791,875
"5406";2021;"Mieming <70209>";"3880,375";3880,375
"5407";2021;"Mils bei Imst <70210>";"619,625";619,625
"5408";2021;"Mötz <70211>";"1321,25";1321,25
"5409";2021;"Nassereith <70212>";"2181";2181
"5410";2021;"Obsteig <70213>";"1395";1395
"5411";2021;"Oetz <70214>";"2327,875";2327,875
"5412";2021;"Rietz <70215>";"2467,125";2467,125
"5413";2021;"Roppen <70216>";"1883,625";1883,625
"5414";2021;"St. Leonhard im Pitztal <70217>";"1399,5";1399,5
"5415";2021;"Sautens <70218>";"1626,25";1626,25
"5416";2021;"Silz <70219>";"2571,5";2571,5
"5417";2021;"Sölden <70220>";"2971,125";2971,125
"5418";2021;"Stams <70221>";"1554,25";1554,25
"5419";2021;"Tarrenz <70222>";"2780,25";2780,25
"5420";2021;"Umhausen <70223>";"3398";3398
"5421";2021;"Wenns <70224>";"2092";2092
"5422";2021;"Absam <70301>";"7321,375";7321,375
"5423";2021;"Aldrans <70302>";"2781,375";2781,375
"5424";2021;"Ampass <70303>";"1820,25";1820,25
"5425";2021;"Axams <70304>";"6143";6143
"5426";2021;"Baumkirchen <70305>";"1295,375";1295,375
"5427";2021;"Birgitz <70306>";"1484,25";1484,25
"5428";2021;"Ellbögen <70307>";"1142,375";1142,375
"5429";2021;"Flaurling <70308>";"1319";1319
"5430";2021;"Fritzens <70309>";"2154,125";2154,125
"5431";2021;"Fulpmes <70310>";"4458,875";4458,875
"5432";2021;"Gnadenwald <70311>";"835";835
"5433";2021;"Götzens <70312>";"4125,625";4125,625
"5434";2021;"Gries am Brenner <70313>";"1322,375";1322,375
"5435";2021;"Gries im Sellrain <70314>";"616,125";616,125
"5436";2021;"Grinzens <70315>";"1430,5";1430,5
"5437";2021;"Gschnitz <70317>";"442,625";442,625
"5438";2021;"Hatting <70318>";"1490";1490
"5439";2021;"Inzing <70319>";"3986,75";3986,75
"5440";2021;"Kematen in Tirol <70320>";"3012,625";3012,625
"5441";2021;"Kolsass <70322>";"1672,125";1672,125
"5442";2021;"Kolsassberg <70323>";"828,625";828,625
"5443";2021;"Kreith ^<70324>";"-";NA
"5444";2021;"Lans <70325>";"1117,5";1117,5
"5445";2021;"Leutasch <70326>";"2445,125";2445,125
"5446";2021;"Matrei am Brenner <70370>";"-";NA
"5447";2021;"Matrei am Brenner ^<70327>";"922,375";922,375
"5448";2021;"Mieders <70328>";"1956,75";1956,75
"5449";2021;"Mils <70329>";"4590,5";4590,5
"5450";2021;"Mühlbachl ^<70330>";"1449,625";1449,625
"5451";2021;"Mutters <70331>";"2239";2239
"5452";2021;"Natters <70332>";"2094,625";2094,625
"5453";2021;"Navis <70333>";"2055,625";2055,625
"5454";2021;"Neustift im Stubaital <70334>";"4848,375";4848,375
"5455";2021;"Oberhofen im Inntal <70335>";"1900";1900
"5456";2021;"Obernberg am Brenner <70336>";"385,125";385,125
"5457";2021;"Oberperfuss <70337>";"3087";3087
"5458";2021;"Patsch <70338>";"1095";1095
"5459";2021;"Pettnau <70339>";"1070";1070
"5460";2021;"Pfaffenhofen <70340>";"1199,25";1199,25
"5461";2021;"Pfons ^<70341>";"1219,125";1219,125
"5462";2021;"Polling in Tirol <70342>";"1291";1291
"5463";2021;"Ranggen <70343>";"1108,375";1108,375
"5464";2021;"Reith bei Seefeld <70344>";"1423,75";1423,75
"5465";2021;"Rinn <70345>";"1954,375";1954,375
"5466";2021;"Rum <70346>";"9309,25";9309,25
"5467";2021;"St. Sigmund im Sellrain <70347>";"182,875";182,875
"5468";2021;"Scharnitz <70348>";"1376,5";1376,5
"5469";2021;"Schmirn <70349>";"885";885
"5470";2021;"Schönberg im Stubaital <70350>";"1096,625";1096,625
"5471";2021;"Seefeld in Tirol <70351>";"3515,125";3515,125
"5472";2021;"Sellrain <70352>";"1344,625";1344,625
"5473";2021;"Sistrans <70353>";"2270,125";2270,125
"5474";2021;"Hall in Tirol <70354>";"14312,125";14312,125
"5475";2021;"Steinach am Brenner <70355>";"3658,25";3658,25
"5476";2021;"Telfes im Stubai <70356>";"1608,25";1608,25
"5477";2021;"Telfs <70357>";"16093,75";16093,75
"5478";2021;"Thaur <70358>";"4173,5";4173,5
"5479";2021;"Trins <70359>";"1345,875";1345,875
"5480";2021;"Tulfes <70360>";"1695";1695
"5481";2021;"Unterperfuss <70361>";"234,375";234,375
"5482";2021;"Vals <70362>";"525,75";525,75
"5483";2021;"Vögelsberg ^<70363>";"-";NA
"5484";2021;"Völs <70364>";"6978,875";6978,875
"5485";2021;"Volders <70365>";"4527,75";4527,75
"5486";2021;"Wattenberg <70366>";"780,75";780,75
"5487";2021;"Wattens <70367>";"8043,375";8043,375
"5488";2021;"Wildermieming <70368>";"987,5";987,5
"5489";2021;"Zirl <70369>";"8192,375";8192,375
"5490";2021;"Aurach bei Kitzbühel <70401>";"1131,25";1131,25
"5491";2021;"Brixen im Thale <70402>";"2630,25";2630,25
"5492";2021;"Fieberbrunn <70403>";"4444,5";4444,5
"5493";2021;"Going am Wilden Kaiser <70404>";"1928,125";1928,125
"5494";2021;"Hochfilzen <70405>";"1274,125";1274,125
"5495";2021;"Hopfgarten im Brixental <70406>";"5673,75";5673,75
"5496";2021;"Itter <70407>";"1182,375";1182,375
"5497";2021;"Jochberg <70408>";"1529,875";1529,875
"5498";2021;"Kirchberg in Tirol <70409>";"5320,875";5320,875
"5499";2021;"Kirchdorf in Tirol <70410>";"4055,375";4055,375
"5500";2021;"Kitzbühel <70411>";"8226,875";8226,875
"5501";2021;"Kössen <70412>";"4453,625";4453,625
"5502";2021;"Oberndorf in Tirol <70413>";"2331,625";2331,625
"5503";2021;"Reith bei Kitzbühel <70414>";"1709,375";1709,375
"5504";2021;"St. Jakob in Haus <70415>";"810,875";810,875
"5505";2021;"St. Johann in Tirol <70416>";"9700,375";9700,375
"5506";2021;"St. Ulrich am Pillersee <70417>";"1888";1888
"5507";2021;"Schwendt <70418>";"888,625";888,625
"5508";2021;"Waidring <70419>";"2059,25";2059,25
"5509";2021;"Westendorf <70420>";"3671,375";3671,375
"5510";2021;"Alpbach <70501>";"2532,75";2532,75
"5511";2021;"Angath <70502>";"1024,5";1024,5
"5512";2021;"Bad Häring <70503>";"2886,125";2886,125
"5513";2021;"Brandenberg <70504>";"1543,5";1543,5
"5514";2021;"Breitenbach am Inn <70505>";"3509,5";3509,5
"5515";2021;"Brixlegg <70506>";"3061,625";3061,625
"5516";2021;"Buchberg am Kaiser ^<70507>";"-";NA
"5517";2021;"Ebbs <70508>";"5749,25";5749,25
"5518";2021;"Ellmau <70509>";"2866,125";2866,125
"5519";2021;"Erl <70510>";"1564";1564
"5520";2021;"Kirchbichl <70511>";"5896,625";5896,625
"5521";2021;"Kramsach <70512>";"4978";4978
"5522";2021;"Kufstein <70513>";"19546,875";19546,875
"5523";2021;"Kundl <70514>";"4816,125";4816,125
"5524";2021;"Langkampfen <70515>";"4191";4191
"5525";2021;"Mariastein <70516>";"456,5";456,5
"5526";2021;"Münster <70517>";"3476,625";3476,625
"5527";2021;"Niederndorf <70518>";"2831,75";2831,75
"5528";2021;"Niederndorferberg <70519>";"727";727
"5529";2021;"Radfeld <70520>";"2550,625";2550,625
"5530";2021;"Rattenberg <70521>";"443";443
"5531";2021;"Reith im Alpbachtal <70522>";"2775,625";2775,625
"5532";2021;"Rettenschöss <70523>";"565,125";565,125
"5533";2021;"Scheffau am Wilden Kaiser <70524>";"1520,75";1520,75
"5534";2021;"Schwoich <70525>";"2557,625";2557,625
"5535";2021;"Söll <70526>";"3734,25";3734,25
"5536";2021;"Thiersee <70527>";"3105,875";3105,875
"5537";2021;"Angerberg <70528>";"1923,5";1923,5
"5538";2021;"Walchsee <70529>";"2075,375";2075,375
"5539";2021;"Wildschönau <70530>";"4320,625";4320,625
"5540";2021;"Wörgl <70531>";"14267,125";14267,125
"5541";2021;"Faggen <70601>";"387,75";387,75
"5542";2021;"Fendels <70602>";"278";278
"5543";2021;"Fiss <70603>";"1001,75";1001,75
"5544";2021;"Fließ <70604>";"3095,125";3095,125
"5545";2021;"Flirsch <70605>";"990,5";990,5
"5546";2021;"Galtür <70606>";"773";773
"5547";2021;"Grins <70607>";"1376";1376
"5548";2021;"Ischgl <70608>";"1559,75";1559,75
"5549";2021;"Kappl <70609>";"2528,5";2528,5
"5550";2021;"Kaunerberg <70610>";"447,5";447,5
"5551";2021;"Kaunertal <70611>";"613,25";613,25
"5552";2021;"Kauns <70612>";"500,25";500,25
"5553";2021;"Ladis <70613>";"539,125";539,125
"5554";2021;"Landeck <70614>";"7675,5";7675,5
"5555";2021;"Nauders <70615>";"1552,625";1552,625
"5556";2021;"Pettneu am Arlberg <70616>";"1460,75";1460,75
"5557";2021;"Pfunds <70617>";"2582,25";2582,25
"5558";2021;"Pians <70618>";"784,125";784,125
"5559";2021;"Prutz <70619>";"1862";1862
"5560";2021;"Ried im Oberinntal <70620>";"1248,75";1248,75
"5561";2021;"St. Anton am Arlberg <70621>";"2357,75";2357,75
"5562";2021;"Schönwies <70622>";"1682";1682
"5563";2021;"See <70623>";"1263,5";1263,5
"5564";2021;"Serfaus <70624>";"1147,375";1147,375
"5565";2021;"Spiss <70625>";"95,625";95,625
"5566";2021;"Stanz bei Landeck <70626>";"576,125";576,125
"5567";2021;"Strengen <70627>";"1237,75";1237,75
"5568";2021;"Tobadill <70628>";"511,875";511,875
"5569";2021;"Tösens <70629>";"759,875";759,875
"5570";2021;"Zams <70630>";"3490,125";3490,125
"5571";2021;"Abfaltersbach <70701>";"645";645
"5572";2021;"Ainet <70702>";"925";925
"5573";2021;"Amlach <70703>";"494,125";494,125
"5574";2021;"Anras <70704>";"1229,625";1229,625
"5575";2021;"Assling <70705>";"1774,25";1774,25
"5576";2021;"Außervillgraten <70706>";"740,875";740,875
"5577";2021;"Dölsach <70707>";"2304,25";2304,25
"5578";2021;"Gaimberg <70708>";"884,25";884,25
"5579";2021;"Hopfgarten in Defereggen <70709>";"682,25";682,25
"5580";2021;"Innervillgraten <70710>";"911,125";911,125
"5581";2021;"Iselsberg-Stronach <70711>";"608,625";608,625
"5582";2021;"Kals am Großglockner <70712>";"1122,125";1122,125
"5583";2021;"Kartitsch <70713>";"754,5";754,5
"5584";2021;"Lavant <70714>";"343,125";343,125
"5585";2021;"Leisach <70715>";"707";707
"5586";2021;"Lienz <70716>";"11916,25";11916,25
"5587";2021;"Matrei in Osttirol <70717>";"4629,875";4629,875
"5588";2021;"Nikolsdorf <70718>";"892,375";892,375
"5589";2021;"Nußdorf-Debant <70719>";"3412,875";3412,875
"5590";2021;"Oberlienz <70720>";"1464,25";1464,25
"5591";2021;"Obertilliach <70721>";"661";661
"5592";2021;"Prägraten am Großvenediger <70723>";"1145,25";1145,25
"5593";2021;"St. Jakob in Defereggen <70724>";"829,25";829,25
"5594";2021;"St. Johann im Walde <70725>";"300,625";300,625
"5595";2021;"St. Veit in Defereggen <70726>";"635";635
"5596";2021;"Schlaiten <70727>";"454";454
"5597";2021;"Sillian <70728>";"2041,625";2041,625
"5598";2021;"Strassen <70729>";"791,75";791,75
"5599";2021;"Tessenberg ^<70730>";"-";NA
"5600";2021;"Thurn <70731>";"628,75";628,75
"5601";2021;"Tristach <70732>";"1473,875";1473,875
"5602";2021;"Untertilliach <70733>";"223,375";223,375
"5603";2021;"Virgen <70734>";"2207,875";2207,875
"5604";2021;"Heinfels <70735>";"1004,875";1004,875
"5605";2021;"Bach <70801>";"636,75";636,75
"5606";2021;"Berwang <70802>";"587,25";587,25
"5607";2021;"Biberwier <70803>";"632,625";632,625
"5608";2021;"Bichlbach <70804>";"768,375";768,375
"5609";2021;"Breitenwang <70805>";"1475,75";1475,75
"5610";2021;"Ehenbichl <70806>";"834,125";834,125
"5611";2021;"Ehrwald <70807>";"2601,375";2601,375
"5612";2021;"Elbigenalp <70808>";"891,25";891,25
"5613";2021;"Elmen <70809>";"393,125";393,125
"5614";2021;"Forchach <70810>";"259,5";259,5
"5615";2021;"Grän <70811>";"601,5";601,5
"5616";2021;"Gramais <70812>";"41";41
"5617";2021;"Häselgehr <70813>";"668,625";668,625
"5618";2021;"Heiterwang <70814>";"531,75";531,75
"5619";2021;"Hinterhornbach <70815>";"94,75";94,75
"5620";2021;"Höfen <70816>";"1253,25";1253,25
"5621";2021;"Holzgau <70817>";"375,75";375,75
"5622";2021;"Jungholz <70818>";"299,75";299,75
"5623";2021;"Kaisers <70819>";"77,875";77,875
"5624";2021;"Lechaschau <70820>";"2073,5";2073,5
"5625";2021;"Lermoos <70821>";"1136,625";1136,625
"5626";2021;"Musau <70822>";"386,625";386,625
"5627";2021;"Namlos <70823>";"65,25";65,25
"5628";2021;"Nesselwängle <70824>";"463";463
"5629";2021;"Pfafflar <70825>";"100,375";100,375
"5630";2021;"Pflach <70826>";"1546,75";1546,75
"5631";2021;"Pinswang <70827>";"406,25";406,25
"5632";2021;"Reutte <70828>";"6978,625";6978,625
"5633";2021;"Schattwald <70829>";"456,125";456,125
"5634";2021;"Stanzach <70830>";"494,375";494,375
"5635";2021;"Steeg <70831>";"666,75";666,75
"5636";2021;"Tannheim <70832>";"1143,5";1143,5
"5637";2021;"Vils <70833>";"1476";1476
"5638";2021;"Vorderhornbach <70834>";"265,25";265,25
"5639";2021;"Wängle <70835>";"952";952
"5640";2021;"Weißenbach am Lech <70836>";"1261,5";1261,5
"5641";2021;"Zöblen <70837>";"242,625";242,625
"5642";2021;"Achenkirch <70901>";"2198,75";2198,75
"5643";2021;"Aschau im Zillertal <70902>";"1874,125";1874,125
"5644";2021;"Brandberg <70903>";"367,875";367,875
"5645";2021;"Bruck am Ziller <70904>";"1138,125";1138,125
"5646";2021;"Buch in Tirol <70905>";"2612,5";2612,5
"5647";2021;"Eben am Achensee <70907>";"3373,625";3373,625
"5648";2021;"Finkenberg <70908>";"1423,125";1423,125
"5649";2021;"Fügen <70909>";"4264,75";4264,75
"5650";2021;"Fügenberg <70910>";"1450,125";1450,125
"5651";2021;"Gallzein <70911>";"686,25";686,25
"5652";2021;"Gerlos <70912>";"798,5";798,5
"5653";2021;"Gerlosberg <70913>";"477,375";477,375
"5654";2021;"Hainzenberg <70914>";"731,5";731,5
"5655";2021;"Hart im Zillertal <70915>";"1615,875";1615,875
"5656";2021;"Hippach <70916>";"1442,375";1442,375
"5657";2021;"Jenbach <70917>";"7225";7225
"5658";2021;"Kaltenbach <70918>";"1318,625";1318,625
"5659";2021;"Mayrhofen <70920>";"3917,625";3917,625
"5660";2021;"Pill <70921>";"1202,625";1202,625
"5661";2021;"Ramsau im Zillertal <70922>";"1674";1674
"5662";2021;"Ried im Zillertal <70923>";"1278,25";1278,25
"5663";2021;"Rohrberg <70924>";"578,75";578,75
"5664";2021;"Schlitters <70925>";"1510,875";1510,875
"5665";2021;"Schwaz <70926>";"13881,625";13881,625
"5666";2021;"Schwendau <70927>";"1761";1761
"5667";2021;"Stans <70928>";"2177,125";2177,125
"5668";2021;"Steinberg am Rofan <70929>";"290,5";290,5
"5669";2021;"Strass im Zillertal <70930>";"857,625";857,625
"5670";2021;"Stumm <70931>";"1911,75";1911,75
"5671";2021;"Stummerberg <70932>";"857,25";857,25
"5672";2021;"Terfens <70933>";"2246,75";2246,75
"5673";2021;"Tux <70934>";"1932,625";1932,625
"5674";2021;"Uderns <70935>";"1855,75";1855,75
"5675";2021;"Vomp <70936>";"5292,75";5292,75
"5676";2021;"Weer <70937>";"1675,375";1675,375
"5677";2021;"Weerberg <70938>";"2481";2481
"5678";2021;"Wiesing <70939>";"2156,875";2156,875
"5679";2021;"Zell am Ziller <70940>";"1674";1674
"5680";2021;"Zellberg <70941>";"674,5";674,5
"5681";2022;"Innsbruck <70101>";"130734,875";130734,875
"5682";2022;"Arzl im Pitztal <70201>";"3142,375";3142,375
"5683";2022;"Haiming <70202>";"4863,75";4863,75
"5684";2022;"Imst <70203>";"11059,75";11059,75
"5685";2022;"Imsterberg <70204>";"824";824
"5686";2022;"Jerzens <70205>";"923,5";923,5
"5687";2022;"Karres <70206>";"628,25";628,25
"5688";2022;"Karrösten <70207>";"704";704
"5689";2022;"Längenfeld <70208>";"4848,25";4848,25
"5690";2022;"Mieming <70209>";"3943,875";3943,875
"5691";2022;"Mils bei Imst <70210>";"647";647
"5692";2022;"Mötz <70211>";"1348,625";1348,625
"5693";2022;"Nassereith <70212>";"2222,625";2222,625
"5694";2022;"Obsteig <70213>";"1444,5";1444,5
"5695";2022;"Oetz <70214>";"2383,75";2383,75
"5696";2022;"Rietz <70215>";"2503";2503
"5697";2022;"Roppen <70216>";"1898,125";1898,125
"5698";2022;"St. Leonhard im Pitztal <70217>";"1446,5";1446,5
"5699";2022;"Sautens <70218>";"1618,5";1618,5
"5700";2022;"Silz <70219>";"2584,625";2584,625
"5701";2022;"Sölden <70220>";"3012,625";3012,625
"5702";2022;"Stams <70221>";"1573,375";1573,375
"5703";2022;"Tarrenz <70222>";"2813,625";2813,625
"5704";2022;"Umhausen <70223>";"3427,875";3427,875
"5705";2022;"Wenns <70224>";"2137";2137
"5706";2022;"Absam <70301>";"7320,375";7320,375
"5707";2022;"Aldrans <70302>";"2807,25";2807,25
"5708";2022;"Ampass <70303>";"1855";1855
"5709";2022;"Axams <70304>";"6243";6243
"5710";2022;"Baumkirchen <70305>";"1292,75";1292,75
"5711";2022;"Birgitz <70306>";"1493,25";1493,25
"5712";2022;"Ellbögen <70307>";"1151,875";1151,875
"5713";2022;"Flaurling <70308>";"1315,875";1315,875
"5714";2022;"Fritzens <70309>";"2175,125";2175,125
"5715";2022;"Fulpmes <70310>";"4517,25";4517,25
"5716";2022;"Gnadenwald <70311>";"848";848
"5717";2022;"Götzens <70312>";"4127";4127
"5718";2022;"Gries am Brenner <70313>";"1327,375";1327,375
"5719";2022;"Gries im Sellrain <70314>";"623,25";623,25
"5720";2022;"Grinzens <70315>";"1472,125";1472,125
"5721";2022;"Gschnitz <70317>";"451,875";451,875
"5722";2022;"Hatting <70318>";"1504,75";1504,75
"5723";2022;"Inzing <70319>";"3996";3996
"5724";2022;"Kematen in Tirol <70320>";"3087";3087
"5725";2022;"Kolsass <70322>";"1659,375";1659,375
"5726";2022;"Kolsassberg <70323>";"838,25";838,25
"5727";2022;"Kreith ^<70324>";"-";NA
"5728";2022;"Lans <70325>";"1135,5";1135,5
"5729";2022;"Leutasch <70326>";"2510,625";2510,625
"5730";2022;"Matrei am Brenner <70370>";"3562,625";3562,625
"5731";2022;"Matrei am Brenner ^<70327>";"-";NA
"5732";2022;"Mieders <70328>";"1989,375";1989,375
"5733";2022;"Mils <70329>";"4624,125";4624,125
"5734";2022;"Mühlbachl ^<70330>";"-";NA
"5735";2022;"Mutters <70331>";"2277,375";2277,375
"5736";2022;"Natters <70332>";"2112,25";2112,25
"5737";2022;"Navis <70333>";"2060,625";2060,625
"5738";2022;"Neustift im Stubaital <70334>";"4944,25";4944,25
"5739";2022;"Oberhofen im Inntal <70335>";"1898";1898
"5740";2022;"Obernberg am Brenner <70336>";"410,625";410,625
"5741";2022;"Oberperfuss <70337>";"3093,625";3093,625
"5742";2022;"Patsch <70338>";"1130,875";1130,875
"5743";2022;"Pettnau <70339>";"1096,375";1096,375
"5744";2022;"Pfaffenhofen <70340>";"1267,25";1267,25
"5745";2022;"Pfons ^<70341>";"-";NA
"5746";2022;"Polling in Tirol <70342>";"1324,875";1324,875
"5747";2022;"Ranggen <70343>";"1127";1127
"5748";2022;"Reith bei Seefeld <70344>";"1532,5";1532,5
"5749";2022;"Rinn <70345>";"1940,125";1940,125
"5750";2022;"Rum <70346>";"9348";9348
"5751";2022;"St. Sigmund im Sellrain <70347>";"185,875";185,875
"5752";2022;"Scharnitz <70348>";"1423,625";1423,625
"5753";2022;"Schmirn <70349>";"881,375";881,375
"5754";2022;"Schönberg im Stubaital <70350>";"1077,75";1077,75
"5755";2022;"Seefeld in Tirol <70351>";"3584,75";3584,75
"5756";2022;"Sellrain <70352>";"1343,75";1343,75
"5757";2022;"Sistrans <70353>";"2282";2282
"5758";2022;"Hall in Tirol <70354>";"14438,75";14438,75
"5759";2022;"Steinach am Brenner <70355>";"3674,375";3674,375
"5760";2022;"Telfes im Stubai <70356>";"1612";1612
"5761";2022;"Telfs <70357>";"16217,75";16217,75
"5762";2022;"Thaur <70358>";"4324";4324
"5763";2022;"Trins <70359>";"1358,75";1358,75
"5764";2022;"Tulfes <70360>";"1692,875";1692,875
"5765";2022;"Unterperfuss <70361>";"244,625";244,625
"5766";2022;"Vals <70362>";"524,5";524,5
"5767";2022;"Vögelsberg ^<70363>";"-";NA
"5768";2022;"Völs <70364>";"7092,75";7092,75
"5769";2022;"Volders <70365>";"4540,375";4540,375
"5770";2022;"Wattenberg <70366>";"778,5";778,5
"5771";2022;"Wattens <70367>";"8142,25";8142,25
"5772";2022;"Wildermieming <70368>";"995";995
"5773";2022;"Zirl <70369>";"8201";8201
"5774";2022;"Aurach bei Kitzbühel <70401>";"1137,375";1137,375
"5775";2022;"Brixen im Thale <70402>";"2667,375";2667,375
"5776";2022;"Fieberbrunn <70403>";"4567,5";4567,5
"5777";2022;"Going am Wilden Kaiser <70404>";"1949,75";1949,75
"5778";2022;"Hochfilzen <70405>";"1290";1290
"5779";2022;"Hopfgarten im Brixental <70406>";"5712,125";5712,125
"5780";2022;"Itter <70407>";"1198,125";1198,125
"5781";2022;"Jochberg <70408>";"1512,125";1512,125
"5782";2022;"Kirchberg in Tirol <70409>";"5336,875";5336,875
"5783";2022;"Kirchdorf in Tirol <70410>";"4101,25";4101,25
"5784";2022;"Kitzbühel <70411>";"8250,875";8250,875
"5785";2022;"Kössen <70412>";"4495,5";4495,5
"5786";2022;"Oberndorf in Tirol <70413>";"2373,5";2373,5
"5787";2022;"Reith bei Kitzbühel <70414>";"1732,375";1732,375
"5788";2022;"St. Jakob in Haus <70415>";"830,5";830,5
"5789";2022;"St. Johann in Tirol <70416>";"9797,625";9797,625
"5790";2022;"St. Ulrich am Pillersee <70417>";"1942,125";1942,125
"5791";2022;"Schwendt <70418>";"915,875";915,875
"5792";2022;"Waidring <70419>";"2079,625";2079,625
"5793";2022;"Westendorf <70420>";"3685,75";3685,75
"5794";2022;"Alpbach <70501>";"2549,75";2549,75
"5795";2022;"Angath <70502>";"1019,5";1019,5
"5796";2022;"Bad Häring <70503>";"2933,125";2933,125
"5797";2022;"Brandenberg <70504>";"1555,625";1555,625
"5798";2022;"Breitenbach am Inn <70505>";"3518,75";3518,75
"5799";2022;"Brixlegg <70506>";"3046,375";3046,375
"5800";2022;"Buchberg am Kaiser ^<70507>";"-";NA
"5801";2022;"Ebbs <70508>";"5838";5838
"5802";2022;"Ellmau <70509>";"2900,625";2900,625
"5803";2022;"Erl <70510>";"1593,375";1593,375
"5804";2022;"Kirchbichl <70511>";"5949,875";5949,875
"5805";2022;"Kramsach <70512>";"5009";5009
"5806";2022;"Kufstein <70513>";"19728,375";19728,375
"5807";2022;"Kundl <70514>";"4867,5";4867,5
"5808";2022;"Langkampfen <70515>";"4233,5";4233,5
"5809";2022;"Mariastein <70516>";"452,5";452,5
"5810";2022;"Münster <70517>";"3528,375";3528,375
"5811";2022;"Niederndorf <70518>";"2857,375";2857,375
"5812";2022;"Niederndorferberg <70519>";"730,125";730,125
"5813";2022;"Radfeld <70520>";"2556,75";2556,75
