"jahr","gemnr","pop","bi_zu","bi_weg","au_zu","au_weg","bi_saldo","au_saldo","bld"
2023,10323,1147,55,43,2,14,12,-12,"1"
2002,10401,789,28,20,0,3,8,-3,"1"
2003,10401,791,12,28,1,0,-16,1,"1"
2004,10401,769,29,29,3,1,0,2,"1"
2005,10401,770,35,20,2,0,15,2,"1"
2006,10401,784,32,27,1,3,5,-2,"1"
2007,10401,789,39,25,4,3,14,1,"1"
2008,10401,804,18,33,11,3,-15,8,"1"
2009,10401,794,39,34,4,4,5,0,"1"
2010,10401,800,30,27,4,4,3,0,"1"
2011,10401,807,27,29,1,2,-2,-1,"1"
2012,10401,800,41,34,1,3,7,-2,"1"
2013,10401,799,31,30,7,7,1,0,"1"
2014,10401,794,34,21,2,0,13,2,"1"
2015,10401,805,28,34,1,1,-6,0,"1"
2016,10401,796,37,30,1,0,7,1,"1"
2017,10401,804,49,39,4,1,10,3,"1"
2018,10401,813,36,41,2,2,-5,0,"1"
2019,10401,801,36,30,6,1,6,5,"1"
2020,10401,807,49,40,3,0,9,3,"1"
2021,10401,815,26,36,2,2,-10,0,"1"
2022,10401,804,42,30,1,2,12,-1,"1"
2023,10401,811,25,34,4,0,-9,4,"1"
2002,10402,1312,51,36,8,4,15,4,"1"
2003,10402,1331,47,36,1,4,11,-3,"1"
2004,10402,1333,39,26,7,2,13,5,"1"
2005,10402,1352,51,40,0,1,11,-1,"1"
2006,10402,1362,55,46,3,2,9,1,"1"
2007,10402,1376,57,52,7,5,5,2,"1"
2008,10402,1384,71,57,9,3,14,6,"1"
2009,10402,1405,49,69,7,5,-20,2,"1"
2010,10402,1394,33,77,2,8,-44,-6,"1"
2011,10402,1349,71,44,5,2,27,3,"1"
2012,10402,1373,70,63,11,8,7,3,"1"
2013,10402,1372,43,49,4,6,-6,-2,"1"
2014,10402,1360,81,59,7,5,22,2,"1"
2015,10402,1382,51,70,3,4,-19,-1,"1"
2016,10402,1366,64,69,3,2,-5,1,"1"
2017,10402,1362,62,59,5,2,3,3,"1"
2018,10402,1360,67,79,5,5,-12,0,"1"
2019,10402,1339,67,77,3,2,-10,1,"1"
2020,10402,1326,48,41,3,1,7,2,"1"
2021,10402,1334,69,79,17,2,-10,15,"1"
2022,10402,1327,73,56,138,18,17,120,"1"
2023,10402,1469,66,61,25,57,5,-32,"1"
2002,10403,1005,19,24,7,6,-5,1,"1"
2003,10403,993,21,25,0,15,-4,-15,"1"
2004,10403,964,15,21,2,0,-6,2,"1"
2005,10403,952,13,18,7,3,-5,4,"1"
2006,10403,945,28,26,11,2,2,9,"1"
2007,10403,947,52,30,17,7,22,10,"1"
2008,10403,978,43,52,15,9,-9,6,"1"
2009,10403,970,40,29,46,17,11,29,"1"
2010,10403,1007,44,32,19,32,12,-13,"1"
2011,10403,1004,24,36,16,13,-12,3,"1"
2012,10403,995,39,58,16,15,-19,1,"1"
2013,10403,972,27,37,6,13,-10,-7,"1"
2014,10403,952,19,33,11,12,-14,-1,"1"
2015,10403,928,27,29,12,5,-2,7,"1"
2016,10403,936,29,30,5,9,-1,-4,"1"
2017,10403,927,16,25,15,10,-9,5,"1"
2018,10403,911,38,31,8,6,7,2,"1"
2019,10403,917,42,38,24,6,4,18,"1"
2020,10403,936,27,27,8,12,0,-4,"1"
2021,10403,928,38,39,10,8,-1,2,"1"
2022,10403,921,43,51,12,9,-8,3,"1"
2023,10403,917,37,34,6,6,3,0,"1"
2002,10404,1061,14,29,6,1,-15,5,"1"
2003,10404,1042,48,21,8,5,27,3,"1"
2004,10404,1068,23,50,3,2,-27,1,"1"
2005,10404,1046,46,36,6,4,10,2,"1"
2006,10404,1056,32,34,5,2,-2,3,"1"
2007,10404,1049,22,17,11,4,5,7,"1"
2008,10404,1064,33,35,7,11,-2,-4,"1"
2009,10404,1054,32,42,7,3,-10,4,"1"
2010,10404,1042,37,45,17,8,-8,9,"1"
2011,10404,1044,39,40,6,8,-1,-2,"1"
2012,10404,1038,23,39,9,3,-16,6,"1"
2013,10404,1025,31,38,5,8,-7,-3,"1"
2014,10404,1007,31,31,12,5,0,7,"1"
2015,10404,1018,39,55,14,8,-16,6,"1"
2016,10404,1003,40,29,3,5,11,-2,"1"
2017,10404,1006,43,42,10,1,1,9,"1"
2018,10404,1014,49,42,3,2,7,1,"1"
2019,10404,1016,32,53,6,1,-21,5,"1"
2020,10404,992,40,34,9,1,6,8,"1"
2021,10404,1003,64,36,2,5,28,-3,"1"
2022,10404,1024,58,53,9,4,5,5,"1"
2023,10404,1033,29,35,3,2,-6,1,"1"
2002,10405,3843,158,155,47,19,3,28,"1"
2003,10405,3840,150,146,67,42,4,25,"1"
2004,10405,3844,182,172,43,33,10,10,"1"
2005,10405,3838,151,166,35,10,-15,25,"1"
2006,10405,3814,160,168,37,14,-8,23,"1"
2007,10405,3799,144,170,49,28,-26,21,"1"
2008,10405,3761,190,200,49,14,-10,35,"1"
2009,10405,3748,167,174,63,29,-7,34,"1"
2010,10405,3743,175,187,97,43,-12,54,"1"
2011,10405,3759,195,166,97,56,29,41,"1"
2012,10405,3791,185,191,71,65,-6,6,"1"
2013,10405,3770,177,198,88,47,-21,41,"1"
2014,10405,3747,207,210,75,65,-3,10,"1"
2015,10405,3713,213,221,54,56,-8,-2,"1"
2016,10405,3660,253,196,44,70,57,-26,"1"
2017,10405,3662,236,193,28,39,43,-11,"1"
2018,10405,3655,242,182,47,26,60,21,"1"
2019,10405,3686,218,219,42,17,-1,25,"1"
2020,10405,3667,200,154,35,39,46,-4,"1"
2021,10405,3665,192,213,32,36,-21,-4,"1"
2022,10405,3578,288,216,53,31,72,22,"1"
2023,10405,3610,271,244,33,24,27,9,"1"
2002,10406,1018,5,21,2,10,-16,-8,"1"
2003,10406,990,12,21,4,8,-9,-4,"1"
2004,10406,972,33,22,2,3,11,-1,"1"
2005,10406,973,32,22,0,7,10,-7,"1"
2006,10406,965,24,20,8,6,4,2,"1"
2007,10406,961,17,20,7,6,-3,1,"1"
2008,10406,949,21,15,23,15,6,8,"1"
2009,10406,955,23,22,22,12,1,10,"1"
2010,10406,960,19,34,24,13,-15,11,"1"
2011,10406,943,28,25,20,16,3,4,"1"
2012,10406,940,22,38,22,19,-16,3,"1"
2013,10406,921,30,29,20,14,1,6,"1"
2014,10406,918,41,30,27,22,11,5,"1"
2015,10406,914,16,19,16,23,-3,-7,"1"
2016,10406,891,25,35,13,9,-10,4,"1"
2017,10406,878,39,17,11,9,22,2,"1"
2018,10406,898,24,27,5,5,-3,0,"1"
2019,10406,880,37,14,2,13,23,-11,"1"
2020,10406,880,39,22,8,4,17,4,"1"
2021,10406,883,38,30,7,10,8,-3,"1"
2022,10406,871,53,28,4,14,25,-10,"1"
2023,10406,872,33,32,0,3,1,-3,"1"
2002,10407,944,19,35,8,4,-16,4,"1"
2003,10407,927,23,24,7,3,-1,4,"1"
2004,10407,919,23,31,3,1,-8,2,"1"
2005,10407,907,24,33,8,9,-9,-1,"1"
2006,10407,885,17,37,4,3,-20,1,"1"
2007,10407,861,22,40,4,3,-18,1,"1"
2008,10407,842,66,39,12,2,27,10,"1"
2009,10407,874,17,38,5,12,-21,-7,"1"
2010,10407,842,29,44,14,4,-15,10,"1"
2011,10407,831,37,34,10,9,3,1,"1"
2012,10407,836,25,46,7,10,-21,-3,"1"
2013,10407,816,39,17,13,6,22,7,"1"
2014,10407,838,17,42,5,6,-25,-1,"1"
2015,10407,814,34,52,19,7,-18,12,"1"
2016,10407,810,39,74,9,10,-35,-1,"1"
2017,10407,769,21,31,3,3,-10,0,"1"
2018,10407,759,21,33,0,1,-12,-1,"1"
2019,10407,739,29,27,8,0,2,8,"1"
2020,10407,753,24,32,6,2,-8,4,"1"
2021,10407,744,32,34,3,2,-2,1,"1"
2022,10407,743,30,33,9,6,-3,3,"1"
2023,10407,741,29,34,2,2,-5,0,"1"
2002,10408,1997,51,64,6,22,-13,-16,"1"
2003,10408,1953,49,42,5,3,7,2,"1"
2004,10408,1964,56,54,6,5,2,1,"1"
2005,10408,1968,37,66,9,4,-29,5,"1"
2006,10408,1939,78,44,6,3,34,3,"1"
2007,10408,1974,90,44,7,21,46,-14,"1"
2008,10408,1991,78,68,17,5,10,12,"1"
2009,10408,1997,59,61,28,11,-2,17,"1"
2010,10408,2004,69,69,11,5,0,6,"1"
2011,10408,1990,68,57,42,24,11,18,"1"
2012,10408,2004,84,63,35,27,21,8,"1"
2013,10408,2035,74,65,30,36,9,-6,"1"
2014,10408,2036,73,86,38,27,-13,11,"1"
2015,10408,2029,59,73,24,22,-14,2,"1"
2016,10408,2021,79,66,9,9,13,0,"1"
2017,10408,2025,92,90,9,6,2,3,"1"
2018,10408,2012,82,78,6,7,4,-1,"1"
2019,10408,1994,81,76,14,4,5,10,"1"
2020,10408,1983,97,56,11,1,41,10,"1"
2021,10408,2009,91,71,8,8,20,0,"1"
2022,10408,2012,68,71,14,5,-3,9,"1"
2023,10408,2004,73,61,10,3,12,7,"1"
2002,10409,1064,10,22,1,0,-12,1,"1"
2003,10409,1043,16,23,0,5,-7,-5,"1"
2004,10409,1032,17,33,2,0,-16,2,"1"
2005,10409,1009,24,25,5,1,-1,4,"1"
2006,10409,1017,17,19,6,2,-2,4,"1"
2007,10409,1015,30,29,8,6,1,2,"1"
2008,10409,1022,22,31,15,4,-9,11,"1"
2009,10409,1014,26,14,11,9,12,2,"1"
2010,10409,1029,22,27,15,9,-5,6,"1"
2011,10409,1026,21,21,10,6,0,4,"1"
2012,10409,1017,17,35,6,5,-18,1,"1"
2013,10409,994,20,36,2,5,-16,-3,"1"
2014,10409,963,31,26,10,9,5,1,"1"
2015,10409,966,18,25,1,7,-7,-6,"1"
2016,10409,954,50,28,1,4,22,-3,"1"
2017,10409,974,34,27,2,5,7,-3,"1"
2018,10409,978,32,22,3,2,10,1,"1"
2019,10409,983,29,45,4,2,-16,2,"1"
2020,10409,968,25,25,3,1,0,2,"1"
2021,10409,968,21,31,2,2,-10,0,"1"
2022,10409,957,37,30,12,5,7,7,"1"
2023,10409,960,22,22,4,16,0,-12,"1"
2002,10410,568,14,28,1,5,-14,-4,"1"
2003,10410,551,14,20,0,2,-6,-2,"1"
2004,10410,534,21,12,0,0,9,0,"1"
2005,10410,539,22,34,3,0,-12,3,"1"
2006,10410,526,12,16,0,1,-4,-1,"1"
2007,10410,518,20,23,2,0,-3,2,"1"
2008,10410,513,21,22,1,0,-1,1,"1"
2009,10410,512,32,21,4,0,11,4,"1"
2010,10410,523,19,22,8,3,-3,5,"1"
2011,10410,520,29,36,0,2,-7,-2,"1"
2012,10410,508,28,34,7,6,-6,1,"1"
2013,10410,497,26,16,7,6,10,1,"1"
2014,10410,509,24,42,2,1,-18,1,"1"
2015,10410,489,41,26,3,2,15,1,"1"
2016,10410,502,16,16,2,1,0,1,"1"
2017,10410,499,14,34,7,7,-20,0,"1"
2018,10410,474,21,23,3,2,-2,1,"1"
2019,10410,473,19,27,2,1,-8,1,"1"
2020,10410,464,19,32,4,3,-13,1,"1"
2021,10410,446,18,22,6,1,-4,5,"1"
2022,10410,447,36,28,1,1,8,0,"1"
2023,10410,446,11,21,1,1,-10,0,"1"
2002,10411,1403,32,41,3,11,-9,-8,"1"
2003,10411,1384,27,37,6,4,-10,2,"1"
2004,10411,1368,40,47,6,0,-7,6,"1"
2005,10411,1357,52,52,3,7,0,-4,"1"
2006,10411,1336,60,32,8,5,28,3,"1"
2007,10411,1359,51,35,1,4,16,-3,"1"
2008,10411,1367,84,47,9,6,37,3,"1"
2009,10411,1392,46,69,6,5,-23,1,"1"
2010,10411,1373,97,55,8,5,42,3,"1"
2011,10411,1414,65,64,9,6,1,3,"1"
2012,10411,1405,65,35,9,4,30,5,"1"
2013,10411,1429,62,45,6,3,17,3,"1"
2014,10411,1443,58,28,9,4,30,5,"1"
2015,10411,1462,69,47,7,2,22,5,"1"
2016,10411,1477,55,42,6,10,13,-4,"1"
2017,10411,1475,59,66,4,10,-7,-6,"1"
2018,10411,1449,57,52,4,9,5,-5,"1"
2019,10411,1436,60,49,8,4,11,4,"1"
2020,10411,1433,71,34,5,1,37,4,"1"
2021,10411,1457,66,42,2,3,24,-1,"1"
2022,10411,1458,93,43,15,7,50,8,"1"
2023,10411,1490,64,57,7,0,7,7,"1"
2002,10412,994,32,46,8,3,-14,5,"1"
2003,10412,983,33,26,11,2,7,9,"1"
2004,10412,998,29,38,4,1,-9,3,"1"
2005,10412,983,31,26,4,6,5,-2,"1"
2006,10412,985,24,24,5,1,0,4,"1"
2007,10412,980,19,20,6,2,-1,4,"1"
2008,10412,976,28,22,3,4,6,-1,"1"
2009,10412,973,32,39,4,8,-7,-4,"1"
2010,10412,960,51,27,2,2,24,0,"1"
2011,10412,975,19,30,23,10,-11,13,"1"
2012,10412,976,46,28,14,7,18,7,"1"
2013,10412,999,27,31,8,8,-4,0,"1"
2014,10412,988,34,33,7,6,1,1,"1"
2015,10412,994,32,33,3,10,-1,-7,"1"
2016,10412,980,38,52,2,4,-14,-2,"1"
2017,10412,948,26,34,2,2,-8,0,"1"
2018,10412,933,33,23,3,3,10,0,"1"
2019,10412,933,34,31,4,4,3,0,"1"
2020,10412,938,28,40,1,2,-12,-1,"1"
2021,10412,921,48,42,3,3,6,0,"1"
2022,10412,921,45,24,18,11,21,7,"1"
2023,10412,944,48,27,7,5,21,2,"1"
2002,10413,1087,15,32,2,0,-17,2,"1"
2003,10413,1065,31,29,7,0,2,7,"1"
2004,10413,1067,25,24,4,0,1,4,"1"
2005,10413,1067,42,37,1,1,5,0,"1"
2006,10413,1057,32,54,5,2,-22,3,"1"
2007,10413,1036,54,32,0,4,22,-4,"1"
2008,10413,1051,33,37,8,3,-4,5,"1"
2009,10413,1049,31,47,4,3,-16,1,"1"
2010,10413,1028,38,44,12,7,-6,5,"1"
2011,10413,1023,33,33,2,4,0,-2,"1"
2012,10413,1015,27,29,11,7,-2,4,"1"
2013,10413,1000,35,26,4,5,9,-1,"1"
2014,10413,1002,43,45,6,1,-2,5,"1"
2015,10413,995,28,23,4,0,5,4,"1"
2016,10413,997,38,65,2,6,-27,-4,"1"
2017,10413,960,43,45,11,6,-2,5,"1"
2018,10413,963,45,48,12,2,-3,10,"1"
2019,10413,967,40,39,9,1,1,8,"1"
2020,10413,977,65,52,5,4,13,1,"1"
2021,10413,987,49,41,5,5,8,0,"1"
2022,10413,986,57,30,10,8,27,2,"1"
2023,10413,1010,49,36,2,4,13,-2,"1"
2002,10414,2379,96,89,6,9,7,-3,"1"
2003,10414,2377,82,74,18,4,8,14,"1"
2004,10414,2387,118,88,22,8,30,14,"1"
2005,10414,2428,100,94,14,8,6,6,"1"
2006,10414,2435,103,77,15,6,26,9,"1"
2007,10414,2447,116,117,12,15,-1,-3,"1"
2008,10414,2434,139,95,16,11,44,5,"1"
2009,10414,2475,117,98,12,7,19,5,"1"
2010,10414,2486,138,103,29,11,35,18,"1"
2011,10414,2521,162,117,23,16,45,7,"1"
2012,10414,2553,155,149,21,12,6,9,"1"
2013,10414,2558,135,136,30,9,-1,21,"1"
2014,10414,2559,116,139,25,6,-23,19,"1"
2015,10414,2550,190,124,31,18,66,13,"1"
2016,10414,2616,186,178,34,17,8,17,"1"
2017,10414,2619,165,133,33,16,32,17,"1"
2018,10414,2658,160,134,18,16,26,2,"1"
2019,10414,2671,129,160,35,15,-31,20,"1"
2020,10414,2661,190,137,25,21,53,4,"1"
2021,10414,2688,201,153,31,20,48,11,"1"
2022,10414,2701,183,151,66,25,32,41,"1"
2023,10414,2744,169,152,36,33,17,3,"1"
2002,10415,1376,49,60,81,27,-11,54,"1"
2003,10415,1424,17,94,114,40,-77,74,"1"
2004,10415,1427,53,84,36,5,-31,31,"1"
2005,10415,1430,59,142,61,18,-83,43,"1"
2006,10415,1390,55,112,59,5,-57,54,"1"
2007,10415,1396,51,87,30,3,-36,27,"1"
2008,10415,1378,77,101,54,13,-24,41,"1"
2009,10415,1391,28,73,55,21,-45,34,"1"
2010,10415,1383,21,78,63,37,-57,26,"1"
2011,10415,1352,70,105,112,23,-35,89,"1"
2012,10415,1410,66,140,74,28,-74,46,"1"
2013,10415,1379,68,138,82,33,-70,49,"1"
2014,10415,1369,55,194,135,32,-139,103,"1"
2015,10415,1333,90,145,84,20,-55,64,"1"
2016,10415,1341,77,122,15,17,-45,-2,"1"
2017,10415,1297,57,91,15,11,-34,4,"1"
2018,10415,1263,35,52,11,22,-17,-11,"1"
2019,10415,1228,42,67,15,14,-25,1,"1"
2020,10415,1195,67,43,18,3,24,15,"1"
2021,10415,1218,44,63,18,5,-19,13,"1"
2022,10415,1205,104,107,98,10,-3,88,"1"
2023,10415,1275,86,108,22,14,-22,8,"1"
2002,10416,926,24,32,4,1,-8,3,"1"
2003,10416,914,27,33,1,2,-6,-1,"1"
2004,10416,905,40,34,8,3,6,5,"1"
2005,10416,913,54,46,9,5,8,4,"1"
2006,10416,924,62,42,3,7,20,-4,"1"
2007,10416,929,55,41,11,4,14,7,"1"
2008,10416,933,52,54,14,8,-2,6,"1"
2009,10416,918,78,54,25,5,24,20,"1"
2010,10416,944,76,58,7,10,18,-3,"1"
2011,10416,941,58,48,7,12,10,-5,"1"
2012,10416,928,69,41,15,13,28,2,"1"
2013,10416,938,43,44,12,5,-1,7,"1"
2014,10416,919,66,50,19,8,16,11,"1"
2015,10416,927,94,93,31,2,1,29,"1"
2016,10416,919,72,64,2,10,8,-8,"1"
2017,10416,891,73,40,7,8,33,-1,"1"
2018,10416,900,74,45,1,5,29,-4,"1"
2019,10416,898,50,54,2,5,-4,-3,"1"
2020,10416,871,72,54,11,2,18,9,"1"
2021,10416,872,78,35,7,4,43,3,"1"
2022,10416,886,131,58,12,8,73,4,"1"
2023,10416,921,68,45,5,0,23,5,"1"
2002,10417,1388,47,36,7,3,11,4,"1"
2003,10417,1399,46,54,5,3,-8,2,"1"
2004,10417,1397,51,41,5,1,10,4,"1"
2005,10417,1413,55,56,54,1,-1,53,"1"
2006,10417,1456,82,104,45,13,-22,32,"1"
2007,10417,1458,71,94,18,4,-23,14,"1"
2008,10417,1448,89,102,28,8,-13,20,"1"
2009,10417,1448,43,108,76,26,-65,50,"1"
2010,10417,1432,42,87,23,18,-45,5,"1"
2011,10417,1388,61,92,56,14,-31,42,"1"
2012,10417,1392,81,80,64,21,1,43,"1"
2013,10417,1431,82,128,53,29,-46,24,"1"
2014,10417,1414,99,156,94,18,-57,76,"1"
2015,10417,1434,77,145,69,17,-68,52,"1"
2016,10417,1423,132,123,18,38,9,-20,"1"
2017,10417,1406,68,89,10,18,-21,-8,"1"
2018,10417,1372,116,113,18,21,3,-3,"1"
2019,10417,1366,119,119,8,22,0,-14,"1"
2020,10417,1359,57,76,9,7,-19,2,"1"
2021,10417,1342,63,67,19,6,-4,13,"1"
2022,10417,1351,109,88,27,12,21,15,"1"
2023,10417,1388,104,98,7,6,6,1,"1"
2002,10418,377,10,14,0,6,-4,-6,"1"
2003,10418,366,8,11,2,1,-3,1,"1"
2004,10418,364,12,24,2,1,-12,1,"1"
2005,10418,352,6,12,2,0,-6,2,"1"
2006,10418,347,7,3,0,2,4,-2,"1"
2007,10418,351,15,12,3,1,3,2,"1"
2008,10418,357,13,13,2,3,0,-1,"1"
2009,10418,357,17,15,0,1,2,-1,"1"
2010,10418,358,15,10,0,1,5,-1,"1"
2011,10418,364,14,17,3,0,-3,3,"1"
2012,10418,363,15,22,0,4,-7,-4,"1"
2013,10418,352,17,11,5,0,6,5,"1"
2014,10418,360,11,11,2,4,0,-2,"1"
2015,10418,359,20,15,6,0,5,6,"1"
2016,10418,367,13,20,1,1,-7,0,"1"
2017,10418,356,23,20,3,0,3,3,"1"
2018,10418,357,12,16,7,3,-4,4,"1"
2019,10418,355,24,11,2,3,13,-1,"1"
2020,10418,368,18,20,1,2,-2,-1,"1"
2021,10418,364,9,10,5,3,-1,2,"1"
2022,10418,363,18,17,11,2,1,9,"1"
2023,10418,373,18,17,4,1,1,3,"1"
2002,10419,485,12,21,2,3,-9,-1,"1"
2003,10419,480,14,19,0,0,-5,0,"1"
2004,10419,476,13,9,1,2,4,-1,"1"
2005,10419,479,12,7,0,0,5,0,"1"
2006,10419,484,20,11,2,1,9,1,"1"
2007,10419,495,19,22,0,5,-3,-5,"1"
2008,10419,481,25,11,0,5,14,-5,"1"
2009,10419,491,29,15,11,5,14,6,"1"
2010,10419,506,12,25,8,5,-13,3,"1"
2011,10419,494,26,24,10,5,2,5,"1"
2012,10419,503,21,29,20,7,-8,13,"1"
2013,10419,510,25,36,5,8,-11,-3,"1"
2014,10419,491,17,16,3,3,1,0,"1"
2015,10419,485,53,20,12,0,33,12,"1"
2016,10419,530,36,57,14,18,-21,-4,"1"
2017,10419,505,17,32,4,3,-15,1,"1"
2018,10419,488,22,24,5,2,-2,3,"1"
2019,10419,487,23,25,1,2,-2,-1,"1"
2020,10419,483,20,27,9,5,-7,4,"1"
2021,10419,479,16,15,0,0,1,0,"1"
2022,10419,481,27,39,80,15,-12,65,"1"
2023,10419,534,21,29,13,6,-8,7,"1"
2002,10420,277,8,5,1,3,3,-2,"1"
2003,10420,277,2,11,0,0,-9,0,"1"
2004,10420,266,7,12,2,0,-5,2,"1"
2005,10420,264,8,1,4,0,7,4,"1"
2006,10420,273,6,10,3,0,-4,3,"1"
2007,10420,271,15,16,1,0,-1,1,"1"
2008,10420,272,12,11,9,0,1,9,"1"
2009,10420,277,6,8,0,0,-2,0,"1"
2010,10420,272,5,9,1,0,-4,1,"1"
2011,10420,268,7,13,0,0,-6,0,"1"
2012,10420,262,7,6,0,1,1,-1,"1"
2013,10420,260,3,8,3,2,-5,1,"1"
2014,10420,254,18,19,0,3,-1,-3,"1"
2015,10420,248,6,6,0,2,0,-2,"1"
2016,10420,245,5,9,0,1,-4,-1,"1"
2017,10420,239,12,10,2,0,2,2,"1"
2018,10420,242,13,13,0,0,0,0,"1"
2019,10420,240,9,10,0,0,-1,0,"1"
2020,10420,237,7,8,0,0,-1,0,"1"
2021,10420,235,8,11,1,0,-3,1,"1"
2022,10420,233,12,13,0,0,-1,0,"1"
2023,10420,226,11,5,6,0,6,6,"1"
2002,10421,324,9,13,0,2,-4,-2,"1"
2003,10421,316,3,4,0,0,-1,0,"1"
2004,10421,314,10,7,0,0,3,0,"1"
2005,10421,314,3,7,1,0,-4,1,"1"
2006,10421,312,16,13,4,1,3,3,"1"
2007,10421,317,11,14,3,5,-3,-2,"1"
2008,10421,313,16,12,0,1,4,-1,"1"
2009,10421,315,25,11,6,0,14,6,"1"
2010,10421,335,18,16,1,4,2,-3,"1"
2011,10421,328,11,13,4,0,-2,4,"1"
2012,10421,327,24,13,1,1,11,0,"1"
2013,10421,338,31,24,9,3,7,6,"1"
2014,10421,348,31,35,4,6,-4,-2,"1"
2015,10421,340,21,18,2,3,3,-1,"1"
2016,10421,341,28,32,1,0,-4,1,"1"
2017,10421,338,17,24,7,1,-7,6,"1"
2018,10421,334,19,24,9,0,-5,9,"1"
2019,10421,335,25,45,6,6,-20,0,"1"
2020,10421,315,23,8,0,3,15,-3,"1"
2021,10421,330,13,10,1,6,3,-5,"1"
2022,10421,330,18,16,5,2,2,3,"1"
2023,10421,331,22,18,2,3,4,-1,"1"
2002,10422,258,5,6,0,0,-1,0,"1"
2003,10422,258,3,5,0,2,-2,-2,"1"
2004,10422,254,3,3,1,0,0,1,"1"
2005,10422,257,4,5,0,1,-1,-1,"1"
2006,10422,253,4,10,1,0,-6,1,"1"
2007,10422,251,5,4,0,0,1,0,"1"
2008,10422,251,6,9,1,0,-3,1,"1"
2009,10422,249,9,5,0,0,4,0,"1"
2010,10422,254,6,8,2,0,-2,2,"1"
2011,10422,256,2,7,1,1,-5,0,"1"
2012,10422,250,7,4,2,2,3,0,"1"
2013,10422,253,6,8,0,3,-2,-3,"1"
2014,10422,245,7,10,2,0,-3,2,"1"
2015,10422,244,3,7,1,2,-4,-1,"1"
2016,10422,239,3,8,0,0,-5,0,"1"
2017,10422,230,3,5,1,3,-2,-2,"1"
2018,10422,226,3,9,0,0,-6,0,"1"
2019,10422,220,18,8,1,0,10,1,"1"
2020,10422,230,11,11,2,1,0,1,"1"
2021,10422,229,18,12,0,0,6,0,"1"
2022,10422,231,4,4,1,1,0,0,"1"
2023,10422,230,6,7,0,0,-1,0,"1"
2002,10423,68,0,0,1,0,0,1,"1"
2003,10423,69,4,3,0,0,1,0,"1"
2004,10423,70,2,3,0,0,-1,0,"1"
2005,10423,70,0,3,0,0,-3,0,"1"
2006,10423,67,1,1,0,0,0,0,"1"
2007,10423,66,0,2,0,0,-2,0,"1"
2008,10423,65,3,1,1,0,2,1,"1"
2009,10423,67,2,2,1,3,0,-2,"1"
2010,10423,64,7,5,2,0,2,2,"1"
2011,10423,68,5,2,3,1,3,2,"1"
2012,10423,72,2,7,0,0,-5,0,"1"
2013,10423,66,2,3,0,0,-1,0,"1"
2014,10423,63,1,6,0,0,-5,0,"1"
2015,10423,58,4,3,0,0,1,0,"1"
2016,10423,59,2,0,0,2,2,-2,"1"
2017,10423,59,5,2,0,0,3,0,"1"
2018,10423,62,4,1,0,0,3,0,"1"
2019,10423,65,8,8,0,0,0,0,"1"
2020,10423,65,3,2,0,0,1,0,"1"
2021,10423,67,0,3,3,0,-3,3,"1"
2022,10423,65,5,3,0,0,2,0,"1"
2023,10423,68,3,5,0,0,-2,0,"1"
2002,10424,254,5,9,0,1,-4,-1,"1"
2003,10424,247,5,3,1,0,2,1,"1"
2004,10424,248,4,11,2,0,-7,2,"1"
2005,10424,245,10,11,0,0,-1,0,"1"
2006,10424,240,1,6,2,1,-5,1,"1"
2007,10424,232,5,2,1,3,3,-2,"1"
2008,10424,230,10,3,1,1,7,0,"1"
2009,10424,236,2,12,0,2,-10,-2,"1"
2010,10424,225,15,13,2,0,2,2,"1"
2011,10424,229,7,15,2,0,-8,2,"1"
2012,10424,223,3,7,0,4,-4,-4,"1"
2013,10424,212,2,7,0,0,-5,0,"1"
2014,10424,204,6,1,0,2,5,-2,"1"
2015,10424,208,7,10,0,0,-3,0,"1"
2016,10424,204,11,7,0,0,4,0,"1"
2017,10424,206,17,6,0,0,11,0,"1"
2018,10424,216,10,9,2,0,1,2,"1"
2019,10424,218,13,5,5,0,8,5,"1"
2020,10424,232,5,11,2,0,-6,2,"1"
2021,10424,227,4,8,0,0,-4,0,"1"
2022,10424,224,5,4,0,0,1,0,"1"
2023,10424,222,4,4,3,1,0,2,"1"
2002,10425,395,3,12,0,0,-9,0,"1"
2003,10425,385,10,12,0,3,-2,-3,"1"
2004,10425,383,17,11,1,0,6,1,"1"
2005,10425,390,18,12,0,0,6,0,"1"
2006,10425,397,9,12,1,0,-3,1,"1"
2007,10425,391,13,23,0,0,-10,0,"1"
2008,10425,382,11,5,0,0,6,0,"1"
2009,10425,395,11,11,0,0,0,0,"1"
2010,10425,394,8,7,1,0,1,1,"1"
2011,10425,398,9,17,0,4,-8,-4,"1"
2012,10425,383,7,6,2,0,1,2,"1"
2013,10425,385,7,7,2,0,0,2,"1"
2014,10425,390,4,18,2,0,-14,2,"1"
2015,10425,376,21,5,1,0,16,1,"1"
2016,10425,393,13,19,2,1,-6,1,"1"
2017,10425,387,12,16,0,0,-4,0,"1"
2018,10425,380,16,17,1,0,-1,1,"1"
2019,10425,377,13,8,0,0,5,0,"1"
2020,10425,376,10,9,0,1,1,-1,"1"
2021,10425,379,20,31,1,1,-11,0,"1"
2022,10425,367,14,15,6,5,-1,1,"1"
2023,10425,365,9,11,0,0,-2,0,"1"
2002,10426,350,2,7,1,1,-5,0,"1"
2003,10426,340,2,6,0,2,-4,-2,"1"
2004,10426,333,5,8,0,0,-3,0,"1"
2005,10426,323,8,6,2,1,2,1,"1"
